X,Y,Z
16.72,-15.81,"-3.60
"
18.07,-21.06,"3.78
"
11.35,-17.27,"7.20
"
-3.54,-3.66,"4.27
"
-22.46,15.14,"-3.91
"
-38.51,29.85,"-15.50
"
-44.92,33.69,"-28.81
"
-47.91,31.43,"-39.92
"
-48.22,27.22,"-44.31
"
-43.52,22.58,"-39.43
"
-34.67,19.35,"-23.07
"
-14.22,19.41,"2.50
"
5.62,23.8,"29.72
"
17.94,27.59,"48.58
"
24.96,28.26,"55.18
"
19.84,29.05,"48.40
"
7.69,28.87,"31.80
"
-1.59,26.25,"12.94
"
-7.08,21.73,"-1.46
"
-7.87,16.91,"-7.39
"
-7.02,16.36,"-6.90
"
-8.91,18.07,"-4.21
"
-14.53,16.54,"-3.36
"
-18.25,4.09,"-5.49
"
-14.95,-9.83,"-6.41
"
-6.16,-10.68,"-2.75
"
0.12,-1.83,"5.13
"
5.31,5.8,"14.34
"
8.85,8.3,"19.10
"
3.42,6.96,"13.79
"
-10.19,2.26,"1.95
"
-20.02,-3.11,"-9.52
"
-24.48,-5.55,"-17.76
"
-24.9,-11.35,"-22.95
"
-24.29,-20.69,"-23.56
"
-15.87,-23.99,"-15.99
"
-2.62,-16.11,"0.85
"
10.74,-4.82,"22.46
"
19.23,-2.56,"39.43
"
24.41,-7.93,"45.47
"
22.95,-17.15,"38.27
"
14.28,-29.72,"20.69
"
7.87,-43.46,"1.34
"
3.23,-56.27,"-13.79
"
-7.51,-56.09,"-21.55
"
-10.56,-32.35,"-18.74
"
-6.71,3.11,"-5.86
"
3.66,29.79,"10.13
"
12.63,37.66,"22.09
"
19.9,25.7,"26.25
"
26.73,2.69,"23.19
"
31.56,-17.82,"15.14
"
30.7,-30.76,"4.03
"
21.91,-35.22,"-7.39
"
6.77,-38.02,"-17.58
"
-2.56,-34.12,"-20.57
"
2.08,-17.09,"-11.66
"
5.07,0.24,"6.41
"
17.03,9.4,"27.83
"
29.3,10.74,"44.19
"
33.87,5.8,"47.42
"
27.95,-4.64,"35.71
"
15.87,-16.97,"17.09
"
3.91,-25.27,"-1.04
"
-4.94,-24.9,"-13.31
"
-7.81,-16.36,"-16.30
"
-6.16,-5.49,"-9.64
"
0.24,2.75,"3.30
"
8.54,5.92,"19.04
"
16.48,3.11,"30.46
"
20.94,-1.71,"33.87
"
19.35,-4.76,"30.64
"
17.03,-5.55,"23.01
"
9.64,-3.11,"12.21
"
1.53,0.31,"2.44
"
-2.87,3.11,"-3.54
"
-4.52,5.68,"-4.94
"
-2.2,5.68,"-2.87
"
4.27,2.69,"1.95
"
8.61,0.85,"7.63
"
12.27,0,"12.39
"
15.87,-2.75,"15.63
"
16.11,-5.07,"14.28
"
12.02,-3.3,"8.36
"
5.37,1.83,"0.12
"
0.61,6.29,"-7.39
"
-3.36,7.63,"-13.43
"
-4.88,5.31,"-15.26
"
-2.56,0.31,"-12.33
"
1.77,-3.48,"-6.16
"
8.48,-4.33,"1.28
"
14.89,-3.66,"8.73
"
20.81,-3.66,"14.22
"
23.01,-3.91,"15.08
"
20.45,-5.07,"10.31
"
15.14,-8.48,"1.40
"
8.97,-12.63,"-10.31
"
0.61,-17.21,"-22.89
"
-10.19,-21.91,"-32.47
"
-18.68,-21.61,"-35.03
"
-21.55,-16.36,"-30.03
"
-19.9,-12.82,"-22.58
"
-18.62,-15.93,"-17.76
"
-15.26,-21.36,"-15.20
"
-10.44,-24.6,"-13.00
"
-12.02,-25.45,"-11.72
"
-14.47,-28.69,"-12.08
"
-12.94,-40.89,"-12.82
"
-8.85,-58.35,"-12.70
"
-1.83,-70.68,"-11.17
"
4.15,-71.66,"-10.44
"
1.4,-60.12,"-12.21
"
-5.49,-36.01,"-15.69
"
-14.59,-4.94,"-19.35
"
-21.55,22.09,"-23.62
"
-27.89,33.87,"-27.89
"
-27.53,30.94,"-30.94
"
-23.62,20.08,"-31.86
"
-21.61,10.74,"-29.79
"
-19.53,9.83,"-25.33
"
-19.78,19.78,"-21.12
"
-25.21,34.97,"-19.23
"
-31.37,46.33,"-20.51
"
-30.33,47.73,"-21.67
"
-28.5,39.49,"-22.77
"
-25.51,21.42,"-22.64
"
-14.83,-0.24,"-20.26
"
-7.39,-18.19,"-17.58
"
-4.33,-29.42,"-16.36
"
-1.46,-33.81,"-15.44
"
-1.34,-28.2,"-15.93
"
-11.29,-11.6,"-20.45
"
-22.22,11.05,"-28.02
"
-29.24,28.02,"-33.63
"
-27.53,29.79,"-34.91
"
-16.11,16.97,"-31.92
"
2.26,-3.42,"-24.54
"
17.94,-21.67,"-14.83
"
29.72,-30.82,"-5.62
"
19.96,-30.03,"0.00
"
7.26,-13,"0.49
"
-8.54,17.33,"-5.80
"
-22.95,41.56,"-17.82
"
-30.03,47.49,"-28.50
"
-26.67,38.33,"-31.25
"
-14.28,22.95,"-23.13
"
5.49,9.52,"-6.23
"
28.14,1.77,"14.71
"
43.33,-2.08,"34.24
"
46.81,-0.79,"44.98
"
42.36,1.34,"42.54
"
29.91,6.04,"29.97
"
8.36,14.47,"10.99
"
-16.97,27.53,"-9.95
"
-38.94,41.44,"-27.10
"
-49.8,52.61,"-36.38
"
-57.98,54.93,"-35.64
"
-53.1,44.98,"-27.34
"
-39.98,28.02,"-13.55
"
-19.23,7.45,"1.77
"
2.75,-12.15,"13.73
"
14.4,-22.71,"19.35
"
13.61,-21.48,"18.19
"
6.16,-6.59,"14.47
"
-1.46,20.63,"12.33
"
-6.41,49.8,"10.50
"
-9.95,68.48,"7.45
"
-17.09,72.2,"4.46
"
-21.48,60.73,"3.23
"
-17.76,29.3,"6.77
"
-4.21,-11.78,"16.17
"
12.08,-42.11,"27.59
"
18.86,-50.35,"34.61
"
16.17,-37.96,"33.45
"
6.35,-16.91,"24.96
"
-8,3.85,"13.79
"
-21.91,21.91,"5.25
"
-31.62,35.83,"5.49
"
-34.73,40.41,"14.71
"
-32.23,30.7,"26.98
"
-26.86,11.66,"38.76
"
-22.46,-3.85,"45.59
"
-26.31,-9.64,"43.76
"
-40.22,-5.37,"33.33
"
-54.08,3.3,"17.03
"
-64.03,11.23,"0.85
"
-69.76,15.63,"-9.70
"
-65.55,12.7,"-11.11
"
-46.94,-4.21,"-3.42
"
-17.64,-28.93,"8.97
"
7.51,-46.69,"20.32
"
21.73,-51.82,"25.88
"
30.15,-49.38,"24.29
"
32.96,-44.13,"17.27
"
31.68,-38.15,"10.31
"
25.88,-31.98,"5.13
"
15.87,-23.19,"1.83
"
4.33,-11.35,"-0.18
"
-7.51,-3.42,"-2.69
"
-11.84,-1.77,"-8.42
"
-23.07,-4.76,"-19.59
"
-30.15,-7.26,"-29.42
"
-27.47,-5.74,"-31.86
"
-15.63,1.16,"-30.09
"
-11.05,8.48,"-23.01
"
-11.54,18.13,"-14.83
"
-13.43,26,"-5.43
"
-17.4,30.46,"3.54
"
-18.98,23.68,"11.41
"
-20.45,12.82,"12.21
"
-21.55,0.92,"8.54
"
-23.32,-8.54,"1.34
"
-22.46,-13.98,"-5.86
"
-16.17,-14.71,"-11.23
"
-16.97,-17.15,"-8.79
"
-4.46,-15.44,"1.40
"
8.91,-5.98,"15.44
"
18.8,3.11,"27.77
"
27.95,-1.46,"32.90
"
31.49,-13.12,"29.30
"
28.75,-24.05,"17.64
"
21.79,-29.11,"4.39
"
20.75,-29.24,"-3.17
"
31.49,-17.27,"-4.52
"
19.65,-8.18,"-1.22
"
31.13,-13.18,"6.90
"
42.79,-25.88,"18.62
"
46.81,-35.95,"32.23
"
49.99,-35.46,"43.76
"
50.17,-26.18,"48.03
"
49.32,-16.11,"43.33
"
46.51,-10.25,"32.90
"
43.64,-8.91,"20.20
"
43.95,-14.65,"11.47
"
46.45,-23.56,"7.69
"
51.33,-34.06,"8.54
"
57.01,-41.26,"12.02
"
60.79,-41.99,"16.11
"
61.22,-37.54,"18.01
"
56.64,-30.15,"16.36
"
52.98,-23.5,"12.27
"
53.16,-20.69,"7.93
"
54.69,-21.24,"5.00
"
59.88,-25.39,"3.11
"
65.92,-34.42,"1.22
"
72.45,-43.33,"-1.34
"
77.76,-47.85,"-3.36
"
81.05,-45.9,"-3.85
"
82.95,-39.18,"-2.62
"
84.05,-32.29,"-0.43
"
82.46,-27.65,"0.61
"
75.2,-23.25,"-0.92
"
63.17,-18.37,"-4.58
"
49.32,-10.68,"-9.58
"
35.83,1.71,"-14.47
"
24.17,17.46,"-17.76
"
15.38,32.23,"-18.62
"
12.15,41.26,"-18.13
"
10.38,42.79,"-17.03
"
9.89,37.9,"-16.17
"
10.68,29.36,"-15.14
"
12.82,20.02,"-12.51
"
13.79,16.05,"-7.57
"
13.18,16.91,"0.49
"
13.24,18.37,"10.99
"
11.23,21.3,"19.65
"
8.67,22.77,"26.00
"
4.7,24.84,"27.95
"
0.92,25.21,"26.98
"
-1.28,22.16,"24.66
"
-2.93,18.19,"21.30
"
-0.73,14.53,"17.40
"
0.24,14.47,"14.16
"
0.06,15.38,"12.02
"
-0.67,15.87,"8.91
"
-2.62,16.17,"5.43
"
-3.85,15.81,"2.75
"
-4.82,15.01,"1.40
"
-5.25,14.22,"1.22
"
-6.77,14.34,"1.16
"
-8.85,15.38,"0.73
"
-9.83,15.56,"0.55
"
-10.07,12.76,"0.55
"
-9.4,10.13,"0.55
"
-9.16,9.77,"1.40
"
-7.81,11.96,"2.93
"
-6.35,15.2,"4.64
"
-4.46,14.89,"4.70
"
-2.81,11.6,"2.44
"
-4.46,9.09,"-0.98
"
-5.25,7.69,"-5.07
"
-4.88,5.68,"-9.58
"
-7.45,2.01,"-12.08
"
-6.53,-0.55,"-13.85
"
-5.19,-0.31,"-13.43
"
-3.11,2.08,"-11.78
"
-1.28,4.21,"-9.46
"
-0.49,2.99,"-8.48
"
0,1.53,"-8.97
"
-0.92,2.5,"-9.22
"
-1.28,5.25,"-8.67
"
-1.28,7.32,"-7.08
"
-1.1,6.65,"-5.13
"
-0.31,3.54,"-3.97
"
2.26,0.43,"-2.62
"
4.46,-0.79,"-1.16
"
5.25,-0.61,"-0.49
"
3.23,-1.22,"-1.16
"
1.04,-2.08,"-2.87
"
-0.06,-1.77,"-3.85
"
-0.67,-1.34,"-3.66
"
-0.43,-0.31,"-2.69
"
-0.92,-0.98,"0.37
"
-3.42,-0.73,"3.23
"
-2.75,0.98,"5.80
"
-2.75,5,"8.42
"
-2.26,8.54,"10.13
"
-1.71,11.11,"9.77
"
-2.87,11.78,"8.85
"
-2.87,12.08,"8.06
"
-2.01,11.47,"7.02
"
-1.22,8.97,"5.55
"
-1.89,5.86,"4.88
"
-2.38,2.44,"5.43
"
-3.17,1.46,"6.16
"
-4.33,2.93,"7.26
"
-4.52,3.72,"9.64
"
-3.97,5.19,"11.29
"
-2.32,5.98,"11.23
"
-2.56,6.23,"10.38
"
-1.53,6.53,"8.54
"
-2.2,6.47,"6.04
"
-3.36,5.62,"3.36
"
-3.05,4.27,"1.65
"
-2.14,3.85,"2.14
"
-0.37,3.66,"4.15
"
-0.31,4.88,"5.37
"
1.59,4.58,"6.47
"
3.23,3.11,"6.29
"
3.48,2.08,"4.88
"
3.17,0.85,"2.99
"
1.65,0.49,"0.85
"
1.16,1.04,"-0.67
"
1.1,1.4,"-1.10
"
0.79,0.92,"-0.92
"
1.1,-0.92,"-0.37
"
2.26,-1.95,"0.00
"
3.6,-1.59,"0.67
"
4.82,-0.73,"1.22
"
5.25,-1.46,"0.85
"
5.68,-2.87,"-0.37
"
6.53,-2.14,"-1.04
"
6.53,0.67,"-1.34
"
5.68,3.36,"-1.40
"
5.07,3.91,"-1.22
"
5.8,2.38,"-0.92
"
5.74,0.43,"-0.49
"
5.13,-1.77,"0.49
"
7.63,-1.71,"1.95
"
5.92,0.98,"2.62
"
4.7,1.22,"2.14
"
5.19,0,"1.83
"
5.43,-0.98,"2.08
"
7.02,-1.89,"3.85
"
8.12,-1.46,"5.80
"
8.3,0.24,"6.59
"
8.18,1.83,"6.35
"
7.63,3.05,"4.82
"
5.07,3.85,"2.87
"
4.88,3.36,"-0.12
"
2.56,2.2,"-1.59
"
1.4,1.04,"-2.44
"
3.54,-0.85,"-2.75
"
5.98,-0.37,"-1.95
"
6.77,0.61,"0.61
"
6.65,0.73,"3.97
"
5.62,0.85,"6.29
"
5.55,1.16,"6.90
"
5.25,1.04,"7.14
"
5,1.4,"6.16
"
4.21,1.53,"5.07
"
2.62,2.32,"3.97
"
2.62,2.08,"3.36
"
3.42,1.34,"2.50
"
3.78,1.16,"2.26
"
3.6,0.37,"2.26
"
3.11,0.67,"2.26
"
2.81,1.04,"2.56
"
2.26,1.4,"3.05
"
2.01,0.79,"4.09
"
2.2,0.79,"5.19
"
2.56,0.31,"5.74
"
2.87,0,"6.10
"
4.03,-0.55,"5.98
"
3.23,-1.34,"5.74
"
2.75,-1.89,"4.27
"
2.2,-1.77,"2.87
"
1.22,-0.79,"2.44
"
0.37,-0.12,"2.38
"
-0.31,0.12,"2.81
"
-0.24,-0.37,"3.85
"
