X,Y,Z
2.62,97.23,"33.33
"
2.69,97.11,"33.94
"
3.78,96.07,"32.41
"
4.64,94.67,"29.60
"
2.99,93.32,"27.83
"
3.48,91.43,"27.04
"
3.97,90.03,"29.11
"
2.32,88.5,"33.45
"
3.42,86.12,"38.39
"
5.43,84.35,"42.18
"
4.64,83.19,"43.76
"
4.21,81.67,"43.03
"
5.74,78.37,"40.95
"
5.37,74.28,"40.22
"
5.98,70.68,"42.24
"
6.53,68.48,"45.96
"
5.55,65.37,"48.58
"
6.47,62.68,"50.72
"
7.51,62.01,"52.73
"
6.41,62.01,"53.10
"
6.84,58.41,"52.06
"
8.48,54.5,"50.35
"
7.75,52.43,"48.65
"
6.65,50.96,"46.88
"
7.51,48.77,"46.08
"
9.03,45.78,"45.41
"
9.7,41.81,"44.56
"
9.46,38.57,"45.10
"
11.41,36.5,"49.32
"
14.47,35.03,"56.15
"
16.6,31.86,"62.50
"
14.83,28.99,"66.28
"
12.7,26.67,"66.96
"
10.99,25.45,"65.31
"
11.6,26,"61.52
"
6.59,27.53,"55.36
"
7.26,27.1,"49.32
"
5.55,24.96,"47.12
"
5.19,22.71,"50.35
"
5.37,19.65,"59.51
"
8.18,14.95,"69.89
"
12.33,9.89,"78.43
"
11.54,7.81,"80.08
"
8.06,6.96,"75.38
"
2.56,8.24,"68.73
"
0.49,8.18,"65.37
"
0.24,8.48,"65.06
"
0.55,6.29,"68.05
"
3.6,3.11,"73.43
"
9.7,-1.65,"79.53
"
14.04,-5.86,"83.31
"
15.75,-9.89,"83.50
"
16.72,-13.61,"81.12
"
18.13,-15.32,"77.64
"
15.99,-14.28,"73.79
"
13.49,-11.17,"70.92
"
10.25,-8.18,"69.27
"
8.61,-5.55,"69.40
"
10.99,-2.56,"69.64
"
10.8,-3.36,"68.18
"
13.92,-8.06,"67.26
"
16.97,-14.34,"69.52
"
19.1,-20.32,"74.83
"
21.55,-26.67,"79.04
"
23.8,-32.23,"81.67
"
25.51,-33.02,"83.37
"
27.71,-29.11,"84.35
"
27.4,-23.07,"82.03
"
21.55,-18.8,"75.26
"
17.03,-19.29,"65.92
"
12.21,-24.48,"55.91
"
6.84,-31.49,"50.54
"
6.96,-41.32,"52.73
"
15.14,-50.23,"63.05
"
27.53,-55.48,"74.40
"
37.17,-56.52,"78.55
"
37.9,-55.54,"72.75
"
36.38,-56.34,"60.73
"
34.79,-59.33,"46.14
"
31.07,-61.1,"34.00
"
20.32,-61.65,"27.77
"
9.46,-66.16,"32.78
"
14.65,-74.58,"50.60
"
29.36,-79.9,"71.29
"
38.21,-77.76,"82.28
"
40.41,-70.56,"78.00
"
35.1,-67.38,"61.46
"
36.44,-67.08,"36.93
"
33.26,-65.67,"12.63
"
28.32,-61.89,"-5.74
"
14.77,-62.93,"-15.56
"
7.08,-74.16,"-9.77
"
22.83,-83.07,"11.78
"
42.48,-82.64,"35.52
"
51.33,-77.51,"44.01
"
48.83,-73.79,"33.94
"
44.74,-72.51,"14.53
"
43.58,-70.74,"-3.60
"
44.37,-68.3,"-16.85
"
43.09,-68.85,"-24.90
"
44.37,-77.09,"-28.63
"
49.62,-86.24,"-26.55
"
54.5,-89.42,"-18.01
"
64.76,-89.48,"-8.06
"
74.1,-88.01,"-3.72
"
77.51,-85.75,"-6.71
"
78.86,-82.95,"-15.63
"
80.93,-81.6,"-26.61
"
84.23,-83.74,"-36.44
"
83.25,-90.7,"-44.25
"
81.3,-99.91,"-48.46
"
81.05,-103.7,"-48.28
"
78.98,-99.37,"-46.39
"
73.79,-90.15,"-44.98
"
67.75,-80.87,"-44.56
"
61.71,-72.94,"-45.23
"
55.85,-68.18,"-47.97
"
48.58,-65.19,"-53.65
"
41.75,-61.34,"-60.06
"
38.39,-53.71,"-65.80
"
36.25,-45.23,"-70.19
"
37.23,-39,"-73.43
"
40.16,-35.64,"-75.99
"
41.75,-36.01,"-79.47
"
42.18,-39.43,"-83.07
"
43.27,-42.36,"-83.68
"
45.35,-42.72,"-81.18
"
46.26,-38.39,"-77.39
"
41.14,-30.09,"-75.01
"
33.39,-21.85,"-74.77
"
31.98,-15.93,"-76.72
"
31.62,-11.72,"-80.38
"
29.97,-11.29,"-82.34
"
34.85,-15.2,"-79.10
"
44.98,-17.21,"-70.92
"
49.8,-14.34,"-61.22
"
48.4,-10.01,"-53.22
"
46.2,-8,"-48.16
"
40.59,-4.88,"-46.63
"
29.3,0.85,"-47.61
"
21.91,7.2,"-49.74
"
20.02,11.35,"-53.65
"
21.85,11.29,"-57.80
"
25.7,8.54,"-59.57
"
27.77,5.86,"-56.52
"
29.79,5,"-49.44
"
32.78,6.1,"-41.38
"
32.84,8.12,"-35.64
"
30.15,10.68,"-33.20
"
25.51,12.82,"-33.02
"
20.2,14.47,"-32.84
"
15.93,15.99,"-30.88
"
13,18.25,"-27.10
"
9.52,21.3,"-22.22
"
6.77,25.21,"-17.33
"
5.74,30.88,"-13.18
"
6.96,39.61,"-10.19
"
4.94,50.35,"-7.14
"
5.13,60.61,"-4.46
"
0.49,67.63,"-1.59
"
-10.56,70.25,"2.69
"
-19.04,66.22,"7.39
"
-24.35,55.91,"14.89
"
-19.9,43.15,"23.80
"
-6.35,31.07,"30.03
"
3.36,23.99,"31.43
"
6.53,22.95,"27.28
"
4.39,25.7,"20.69
"
1.83,29.54,"15.32
"
0.73,32.84,"11.78
"
1.34,32.47,"9.52
"
-0.67,29.36,"8.24
"
-2.14,25.7,"7.81
"
-1.95,21,"7.45
"
-2.01,17.27,"7.75
"
1.34,15.38,"7.45
"
14.95,12.57,"3.11
"
22.03,10.8,"-4.03
"
27.77,5.31,"-13.43
"
30.94,-1.53,"-20.32
"
33.33,-3.23,"-18.80
"
38.57,-0.67,"-10.13
"
42.48,5.68,"0.73
"
44.07,14.83,"9.64
"
44.31,24.6,"11.84
"
34.48,32.59,"7.20
"
21.36,34.36,"-1.34
"
11.29,31.92,"-8.48
"
8.42,29.66,"-13.92
"
7.08,27.53,"-16.78
"
2.32,24.23,"-18.01
"
-5.37,20.51,"-16.42
"
-4.21,14.16,"-12.27
"
6.1,7.14,"-5.68
"
21.85,-0.43,"2.38
"
36.99,-2.01,"7.14
"
47.97,-3.42,"7.87
"
46.14,0.37,"5.37
"
40.28,6.65,"-1.65
"
30.58,12.82,"-8.18
"
19.53,15.08,"-14.04
"
8.48,13.85,"-18.92
"
-1.22,12.57,"-21.91
"
-10.19,13.79,"-21.79
"
-10.5,12.94,"-17.03
"
-3.97,13.67,"-9.58
"
1.34,17.7,"-1.89
"
6.53,21.48,"4.03
"
15.69,20.87,"7.87
"
27.22,20.02,"9.34
"
36.01,21.67,"8.00
"
37.05,24.6,"4.27
"
28.99,28.87,"-3.36
"
20.39,30.03,"-12.27
"
12.33,26.73,"-18.80
"
-5.49,22.58,"-20.69
"
-15.2,19.78,"-18.01
"
-18.43,17.21,"-7.02
"
-14.28,16.85,"8.67
"
-7.63,18.68,"24.41
"
1.4,21.24,"35.34
"
7.08,21.24,"40.47
"
4.88,20.51,"39.43
"
3.3,18.25,"34.36
"
-0.55,14.59,"28.81
"
-2.99,9.52,"24.35
"
-2.87,6.9,"18.86
"
-2.2,5.8,"15.44
"
-4.88,6.35,"14.22
"
-7.75,5.62,"13.24
"
-6.84,4.76,"13.37
"
-2.99,4.46,"15.26
"
1.46,4.52,"20.81
"
7.2,5.13,"28.26
"
17.15,2.5,"34.36
"
22.28,0.85,"36.32
"
23.25,-1.59,"32.65
"
20.45,-5.43,"28.08
"
20.26,-8.24,"22.22
"
17.4,-9.16,"18.19
"
15.99,-9.89,"14.89
"
16.42,-9.09,"12.70
"
17.94,-7.2,"12.21
"
18.62,-6.65,"11.78
"
18.74,-7.08,"12.51
"
20.02,-9.09,"14.77
"
21.73,-9.4,"14.28
"
21.48,-9.58,"13.18
"
22.34,-9.58,"11.11
"
21.97,-9.64,"8.85
"
20.45,-8.36,"6.16
"
18.62,-5.37,"2.75
"
17.09,-6.59,"-0.37
"
16.97,-8.18,"-2.32
"
17.7,-11.47,"-1.53
"
17.46,-12.33,"-0.37
"
17.4,-10.74,"0.37
"
16.42,-7.87,"-0.37
"
13.73,-5.8,"0.37
"
11.84,-4.03,"2.50
"
11.23,-3.6,"4.64
"
12.51,-5.62,"6.90
"
15.14,-6.35,"6.29
"
14.16,-4.64,"5.00
"
11.66,-3.11,"4.15
"
9.34,-3.85,"3.23
"
8.3,-4.15,"1.65
"
9.09,-4.33,"-0.31
"
7.81,-5.55,"-0.06
"
9.46,-8.79,"1.53
"
10.74,-9.64,"2.93
"
11.84,-6.23,"2.38
"
13.06,-4.82,"0.61
"
13.06,-4.03,"-2.93
"
11.23,-2.44,"-6.35
"
8.97,-2.01,"-7.93
"
7.81,-1.83,"-7.39
"
7.14,1.46,"-7.87
"
6.1,1.65,"-7.20
"
7.57,-1.59,"-7.08
"
9.4,-5.55,"-7.69
"
9.16,-9.09,"-7.81
"
8.67,-9.4,"-7.51
"
11.11,-10.99,"-7.20
"
11.11,-9.28,"-8.24
"
11.05,-5.13,"-9.83
"
9.77,-0.79,"-9.77
"
7.93,3.36,"-8.61
"
5.19,4.33,"-5.25
"
3.78,3.48,"-3.48
"
5,0.31,"-2.69
"
5.31,-2.01,"-1.65
"
6.1,-3.05,"0.61
"
8.79,-1.83,"2.08
"
8.18,-0.85,"4.70
"
7.14,0.43,"4.64
"
4.82,0,"2.75
"
1.71,0.55,"-0.43
"
2.38,-1.77,"-2.50
"
3.42,-3.11,"-3.60
"
4.88,-4.03,"-3.60
"
